HOY,Head,Chest,Back,Pelvis,Left_shoulder,Right_shoulder,Left_arm,Right_arm,Left_hand,Right_hand,Left_thigh,Right_thigh,Left_calf,Right_calf,Left_foot,Right_foot
1880.23,6.92,18.44,1.09,4.67,2.29,5.15,2.13,2.77,0.95,1.50,4.29,5.38,5.53,6.26,1.36,1.55
1880.25,7.08,18.86,1.11,4.78,2.34,5.26,2.18,2.83,0.97,1.53,4.39,5.50,5.66,6.40,1.40,1.58
1880.27,7.24,19.28,1.13,4.88,2.39,5.38,2.23,2.90,1.00,1.56,4.48,5.62,5.78,6.54,1.43,1.62
1880.28,7.39,19.70,1.16,4.99,2.44,5.50,2.28,2.96,1.02,1.60,4.58,5.74,5.91,6.68,1.46,1.65
1880.30,7.55,20.12,1.18,5.10,2.50,5.62,2.33,3.02,1.04,1.63,4.68,5.86,6.03,6.82,1.49,1.69
1880.32,7.71,20.54,1.21,5.20,2.55,5.73,2.38,3.09,1.06,1.67,4.78,5.99,6.16,6.97,1.52,1.72
1880.33,7.87,20.96,1.23,5.31,2.60,5.85,2.42,3.15,1.08,1.70,4.88,6.11,6.28,7.11,1.55,1.76
1880.35,8.02,21.38,1.26,5.41,2.65,5.97,2.47,3.21,1.10,1.73,4.97,6.23,6.41,7.25,1.58,1.79
1880.37,8.18,21.80,1.28,5.52,2.70,6.08,2.52,3.28,1.13,1.77,5.07,6.35,6.53,7.39,1.61,1.83
1880.38,8.34,22.22,1.31,5.63,2.76,6.20,2.57,3.34,1.15,1.80,5.17,6.47,6.66,7.53,1.64,1.86
1880.40,8.50,22.63,1.33,5.73,2.81,6.32,2.62,3.40,1.17,1.84,5.26,6.60,6.79,7.68,1.67,1.90
1880.42,8.65,23.05,1.36,5.84,2.86,6.43,2.67,3.46,1.19,1.87,5.36,6.72,6.91,7.82,1.71,1.93
1880.43,8.81,23.47,1.38,5.95,2.91,6.55,2.72,3.53,1.21,1.90,5.46,6.84,7.04,7.96,1.74,1.97
1880.45,8.97,23.89,1.41,6.05,2.96,6.67,2.76,3.59,1.24,1.94,5.56,6.96,7.16,8.10,1.77,2.00
1880.47,9.13,24.31,1.43,6.16,3.02,6.79,2.81,3.65,1.26,1.97,5.65,7.09,7.29,8.25,1.80,2.04
1880.48,9.28,24.73,1.46,6.26,3.07,6.90,2.86,3.72,1.28,2.01,5.75,7.21,7.41,8.39,1.83,2.07
1880.50,9.44,25.15,1.48,6.37,3.12,7.02,2.91,3.78,1.30,2.04,5.85,7.33,7.54,8.53,1.86,2.11
1880.52,9.55,25.37,1.50,6.46,3.16,7.11,2.96,3.83,1.32,2.07,5.96,7.44,7.67,8.65,1.90,2.15
1880.53,9.67,25.59,1.52,6.54,3.20,7.20,3.01,3.88,1.34,2.09,6.06,7.54,7.80,8.77,1.93,2.18
1880.55,9.78,25.82,1.53,6.63,3.25,7.29,3.06,3.94,1.37,2.12,6.17,7.65,7.93,8.89,1.97,2.22
1880.57,9.89,26.04,1.55,6.71,3.29,7.38,3.12,3.99,1.39,2.15,6.28,7.75,8.06,9.01,2.00,2.25
1880.58,10.00,26.26,1.57,6.80,3.33,7.47,3.17,4.04,1.41,2.18,6.38,7.86,8.19,9.13,2.04,2.29
1880.60,10.12,26.48,1.59,6.89,3.37,7.56,3.22,4.09,1.43,2.20,6.49,7.96,8.32,9.24,2.07,2.33
1880.62,10.23,26.70,1.60,6.97,3.42,7.65,3.27,4.14,1.45,2.23,6.60,8.07,8.45,9.36,2.11,2.36
1880.63,10.34,26.92,1.62,7.06,3.46,7.75,3.32,4.20,1.48,2.26,6.70,8.18,8.58,9.48,2.14,2.40
1880.65,10.46,27.15,1.64,7.14,3.50,7.84,3.37,4.25,1.50,2.28,6.81,8.28,8.71,9.60,2.18,2.43
1880.67,10.57,27.37,1.66,7.23,3.54,7.93,3.42,4.30,1.52,2.31,6.92,8.39,8.85,9.72,2.21,2.47
1880.68,10.68,27.59,1.68,7.32,3.59,8.02,3.47,4.35,1.54,2.34,7.02,8.49,8.98,9.84,2.25,2.51
1880.70,10.80,27.81,1.69,7.40,3.63,8.11,3.53,4.40,1.56,2.37,7.13,8.60,9.11,9.96,2.29,2.54
1880.72,10.91,28.03,1.71,7.49,3.67,8.20,3.58,4.46,1.59,2.39,7.23,8.71,9.24,10.08,2.32,2.58
1880.73,11.02,28.26,1.73,7.57,3.71,8.29,3.63,4.51,1.61,2.42,7.34,8.81,9.37,10.20,2.36,2.61
1880.75,11.13,28.48,1.75,7.66,3.75,8.38,3.68,4.56,1.63,2.45,7.45,8.92,9.50,10.32,2.39,2.65
1880.77,11.25,28.70,1.77,7.75,3.80,8.47,3.73,4.61,1.65,2.47,7.55,9.02,9.63,10.44,2.43,2.69
1880.78,11.36,28.92,1.78,7.83,3.84,8.56,3.78,4.66,1.67,2.50,7.66,9.13,9.76,10.56,2.46,2.72
1880.80,11.47,29.14,1.80,7.92,3.88,8.65,3.83,4.72,1.70,2.53,7.77,9.23,9.89,10.68,2.50,2.76
1880.82,11.59,29.36,1.82,8.00,3.92,8.74,3.89,4.77,1.72,2.56,7.87,9.34,10.02,10.79,2.53,2.79
1880.83,11.70,29.59,1.84,8.09,3.97,8.83,3.94,4.82,1.74,2.58,7.98,9.45,10.15,10.91,2.57,2.83
1880.85,11.81,29.81,1.85,8.18,4.01,8.92,3.99,4.87,1.76,2.61,8.09,9.55,10.28,11.03,2.61,2.87
1880.87,11.93,30.03,1.87,8.26,4.05,9.01,4.04,4.92,1.78,2.64,8.19,9.66,10.41,11.15,2.64,2.90
1880.88,12.04,30.25,1.89,8.35,4.09,9.11,4.09,4.98,1.81,2.66,8.30,9.76,10.54,11.27,2.68,2.94
1880.90,12.15,30.47,1.91,8.43,4.14,9.20,4.14,5.03,1.83,2.69,8.41,9.87,10.67,11.39,2.71,2.97
1880.92,12.26,30.70,1.93,8.52,4.18,9.29,4.19,5.08,1.85,2.72,8.51,9.98,10.80,11.51,2.75,3.01
1880.93,12.38,30.92,1.94,8.61,4.22,9.38,4.24,5.13,1.87,2.75,8.62,10.08,10.93,11.63,2.78,3.05
1880.95,12.49,31.14,1.96,8.69,4.26,9.47,4.30,5.18,1.89,2.77,8.73,10.19,11.06,11.75,2.82,3.08
1880.97,12.60,31.36,1.98,8.78,4.31,9.56,4.35,5.24,1.92,2.80,8.83,10.29,11.19,11.87,2.85,3.12
1880.98,12.72,31.58,2.00,8.86,4.35,9.65,4.40,5.29,1.94,2.83,8.94,10.40,11.32,11.99,2.89,3.15
1881.00,12.83,31.80,2.01,8.95,4.39,9.74,4.45,5.34,1.96,2.85,9.04,10.50,11.46,12.11,2.92,3.19
1881.02,12.94,32.03,2.03,9.04,4.43,9.83,4.50,5.39,1.98,2.88,9.15,10.61,11.59,12.22,2.96,3.23
1881.03,13.06,32.25,2.05,9.12,4.47,9.92,4.55,5.44,2.00,2.91,9.26,10.72,11.72,12.34,3.00,3.26
1881.05,13.17,32.47,2.07,9.21,4.52,10.01,4.60,5.50,2.03,2.94,9.36,10.82,11.85,12.46,3.03,3.30
1881.07,13.28,32.69,2.09,9.29,4.56,10.10,4.66,5.55,2.05,2.96,9.47,10.93,11.98,12.58,3.07,3.33
1881.08,13.39,32.91,2.10,9.38,4.60,10.19,4.71,5.60,2.07,2.99,9.58,11.03,12.11,12.70,3.10,3.37
1881.10,13.51,33.14,2.12,9.47,4.64,10.28,4.76,5.65,2.09,3.02,9.68,11.14,12.24,12.82,3.14,3.41
1881.12,13.62,33.36,2.14,9.55,4.69,10.37,4.81,5.70,2.11,3.05,9.79,11.25,12.37,12.94,3.17,3.44
1881.13,13.73,33.58,2.16,9.64,4.73,10.47,4.86,5.76,2.14,3.07,9.90,11.35,12.50,13.06,3.21,3.48
1881.15,13.85,33.80,2.18,9.72,4.77,10.56,4.91,5.81,2.16,3.10,10.00,11.46,12.63,13.18,3.24,3.51
1881.17,13.96,34.02,2.19,9.81,4.81,10.65,4.96,5.86,2.18,3.13,10.11,11.56,12.76,13.30,3.28,3.55
1881.18,14.07,34.25,2.21,9.90,4.86,10.74,5.01,5.91,2.20,3.15,10.22,11.67,12.89,13.42,3.32,3.59
1881.20,14.19,34.47,2.23,9.98,4.90,10.83,5.07,5.96,2.22,3.18,10.32,11.77,13.02,13.54,3.35,3.62
1881.22,14.30,34.69,2.25,10.07,4.94,10.92,5.12,6.02,2.25,3.21,10.43,11.88,13.15,13.65,3.39,3.66
1881.23,14.41,34.91,2.26,10.15,4.98,11.01,5.17,6.07,2.27,3.24,10.54,11.99,13.28,13.77,3.42,3.69
1881.25,14.52,35.13,2.28,10.24,5.03,11.10,5.22,6.12,2.29,3.26,10.64,12.09,13.41,13.89,3.46,3.73
1881.27,14.64,35.35,2.30,10.33,5.07,11.19,5.27,6.17,2.31,3.29,10.75,12.20,13.54,14.01,3.49,3.77
1881.28,14.75,35.58,2.32,10.41,5.11,11.28,5.32,6.22,2.33,3.32,10.86,12.30,13.67,14.13,3.53,3.80
1881.30,14.86,35.80,2.34,10.50,5.15,11.37,5.37,6.28,2.36,3.34,10.96,12.41,13.80,14.25,3.56,3.84
1881.32,14.98,36.02,2.35,10.58,5.19,11.46,5.43,6.33,2.38,3.37,11.07,12.52,13.93,14.37,3.60,3.87
1881.33,15.09,36.24,2.37,10.67,5.24,11.55,5.48,6.38,2.40,3.40,11.18,12.62,14.06,14.49,3.63,3.91
1881.35,15.20,36.46,2.39,10.76,5.28,11.64,5.53,6.43,2.42,3.43,11.28,12.73,14.20,14.61,3.67,3.95
1881.37,15.32,36.69,2.41,10.84,5.32,11.73,5.58,6.48,2.44,3.45,11.39,12.83,14.33,14.73,3.71,3.98
1881.38,15.43,36.91,2.43,10.93,5.36,11.83,5.63,6.54,2.47,3.48,11.49,12.94,14.46,14.85,3.74,4.02
1881.40,15.54,37.13,2.44,11.01,5.41,11.92,5.68,6.59,2.49,3.51,11.60,13.04,14.59,14.96,3.78,4.05
1881.42,15.65,37.35,2.46,11.10,5.45,12.01,5.73,6.64,2.51,3.53,11.71,13.15,14.72,15.08,3.81,4.09
1881.43,15.77,37.57,2.48,11.19,5.49,12.10,5.78,6.69,2.53,3.56,11.81,13.26,14.85,15.20,3.85,4.13
1881.45,15.88,37.79,2.50,11.27,5.53,12.19,5.84,6.74,2.55,3.59,11.92,13.36,14.98,15.32,3.88,4.16
1881.47,15.99,38.02,2.51,11.36,5.58,12.28,5.89,6.80,2.58,3.62,12.03,13.47,15.11,15.44,3.92,4.20
1881.48,16.11,38.24,2.53,11.44,5.62,12.37,5.94,6.85,2.60,3.64,12.13,13.57,15.24,15.56,3.95,4.23
1881.50,16.22,38.46,2.55,11.53,5.66,12.46,5.99,6.90,2.62,3.67,12.24,13.68,15.37,15.68,3.99,4.27
1881.52,16.29,38.47,2.58,11.60,5.67,12.51,6.02,6.93,2.63,3.69,12.32,13.75,15.44,15.75,4.01,4.30
1881.53,16.35,38.47,2.61,11.66,5.68,12.57,6.05,6.96,2.65,3.71,12.39,13.81,15.51,15.81,4.04,4.33
1881.55,16.42,38.48,2.64,11.73,5.70,12.62,6.08,7.00,2.66,3.72,12.47,13.88,15.58,15.88,4.06,4.35
1881.57,16.49,38.48,2.68,11.79,5.71,12.68,6.12,7.03,2.68,3.74,12.55,13.94,15.65,15.95,4.08,4.38
1881.58,16.55,38.49,2.71,11.86,5.72,12.73,6.15,7.06,2.69,3.76,12.63,14.01,15.71,16.02,4.10,4.41
1881.60,16.62,38.49,2.74,11.93,5.73,12.79,6.18,7.09,2.71,3.78,12.71,14.07,15.78,16.08,4.12,4.44
1881.62,16.69,38.50,2.77,11.99,5.74,12.84,6.21,7.12,2.72,3.79,12.78,14.14,15.85,16.15,4.15,4.46
1881.63,16.75,38.51,2.80,12.06,5.75,12.90,6.24,7.16,2.74,3.81,12.86,14.20,15.92,16.22,4.17,4.49
1881.65,16.82,38.51,2.83,12.12,5.77,12.95,6.27,7.19,2.75,3.83,12.94,14.27,15.99,16.28,4.19,4.52
1881.67,16.89,38.52,2.86,12.19,5.78,13.01,6.31,7.22,2.77,3.85,13.02,14.33,16.06,16.35,4.21,4.55
1881.68,16.95,38.52,2.89,12.26,5.79,13.06,6.34,7.25,2.78,3.87,13.09,14.40,16.13,16.42,4.24,4.58
1881.70,17.02,38.53,2.93,12.32,5.80,13.12,6.37,7.28,2.80,3.88,13.17,14.46,16.20,16.49,4.26,4.60
1881.72,17.09,38.53,2.96,12.39,5.81,13.17,6.40,7.32,2.81,3.90,13.25,14.53,16.27,16.55,4.28,4.63
1881.73,17.15,38.54,2.99,12.45,5.83,13.23,6.43,7.35,2.83,3.92,13.33,14.59,16.34,16.62,4.30,4.66
1881.75,17.22,38.55,3.02,12.52,5.84,13.28,6.46,7.38,2.84,3.94,13.40,14.66,16.41,16.69,4.33,4.69
1881.77,17.29,38.55,3.05,12.59,5.85,13.34,6.49,7.41,2.85,3.96,13.48,14.72,16.47,16.75,4.35,4.72
1881.78,17.35,38.56,3.08,12.65,5.86,13.39,6.53,7.44,2.87,3.97,13.56,14.79,16.54,16.82,4.37,4.74
1881.80,17.42,38.56,3.11,12.72,5.87,13.45,6.56,7.48,2.88,3.99,13.63,14.85,16.61,16.89,4.40,4.77
1881.82,17.49,38.57,3.15,12.78,5.88,13.50,6.59,7.51,2.90,4.01,13.71,14.92,16.68,16.96,4.42,4.80
1881.83,17.55,38.57,3.18,12.85,5.90,13.56,6.62,7.54,2.91,4.03,13.79,14.98,16.75,17.02,4.44,4.83
1881.85,17.62,38.58,3.21,12.92,5.91,13.61,6.65,7.57,2.93,4.04,13.87,15.05,16.82,17.09,4.46,4.85
1881.87,17.69,38.58,3.24,12.98,5.92,13.67,6.68,7.60,2.94,4.06,13.95,15.11,16.89,17.16,4.49,4.88
1881.88,17.75,38.59,3.27,13.05,5.93,13.72,6.71,7.64,2.96,4.08,14.02,15.18,16.96,17.22,4.51,4.91
1881.90,17.82,38.60,3.30,13.11,5.94,13.78,6.75,7.67,2.97,4.10,14.10,15.24,17.03,17.29,4.53,4.94
1881.92,17.89,38.60,3.33,13.18,5.96,13.83,6.78,7.70,2.99,4.12,14.18,15.31,17.09,17.36,4.55,4.97
1881.93,17.95,38.61,3.36,13.25,5.97,13.89,6.81,7.73,3.00,4.13,14.26,15.37,17.16,17.43,4.58,4.99
1881.95,18.02,38.61,3.40,13.31,5.98,13.94,6.84,7.76,3.02,4.15,14.33,15.44,17.23,17.49,4.60,5.02
1881.97,18.09,38.62,3.43,13.38,5.99,14.00,6.87,7.80,3.03,4.17,14.41,15.50,17.30,17.56,4.62,5.05
1881.98,18.15,38.62,3.46,13.44,6.00,14.05,6.90,7.83,3.05,4.19,14.49,15.57,17.37,17.63,4.64,5.08
1882.00,18.22,38.63,3.49,13.51,6.01,14.11,6.94,7.86,3.06,4.21,14.57,15.63,17.44,17.70,4.67,5.11
1882.02,18.29,38.64,3.52,13.58,6.03,14.16,6.97,7.89,3.07,4.22,14.64,15.70,17.51,17.76,4.69,5.13
1882.03,18.35,38.64,3.55,13.64,6.04,14.21,7.00,7.92,3.09,4.24,14.72,15.77,17.58,17.83,4.71,5.16
1882.05,18.42,38.65,3.58,13.71,6.05,14.27,7.03,7.96,3.10,4.26,14.80,15.83,17.65,17.90,4.73,5.19
1882.07,18.49,38.65,3.62,13.77,6.06,14.32,7.06,7.99,3.12,4.28,14.88,15.90,17.72,17.96,4.75,5.22
1882.08,18.55,38.66,3.65,13.84,6.07,14.38,7.09,8.02,3.13,4.29,14.95,15.96,17.79,18.03,4.78,5.24
1882.10,18.62,38.66,3.68,13.91,6.09,14.43,7.12,8.05,3.15,4.31,15.03,16.03,17.85,18.10,4.80,5.27
1882.12,18.69,38.67,3.71,13.97,6.10,14.49,7.16,8.08,3.16,4.33,15.11,16.09,17.92,18.17,4.82,5.30
1882.13,18.75,38.68,3.74,14.04,6.11,14.54,7.19,8.12,3.18,4.35,15.19,16.16,17.99,18.23,4.84,5.33
1882.15,18.82,38.68,3.77,14.10,6.12,14.60,7.22,8.15,3.19,4.37,15.26,16.22,18.06,18.30,4.87,5.36
1882.17,18.89,38.69,3.80,14.17,6.13,14.65,7.25,8.18,3.21,4.38,15.34,16.29,18.13,18.37,4.89,5.38
1882.18,18.95,38.69,3.83,14.24,6.15,14.71,7.28,8.21,3.22,4.40,15.42,16.35,18.20,18.43,4.91,5.41
1882.20,19.02,38.70,3.87,14.30,6.16,14.76,7.31,8.24,3.24,4.42,15.50,16.42,18.27,18.50,4.94,5.44
1882.22,19.09,38.70,3.90,14.37,6.17,14.82,7.34,8.28,3.25,4.44,15.57,16.48,18.34,18.57,4.96,5.47
1882.23,19.15,38.71,3.93,14.43,6.18,14.87,7.38,8.31,3.27,4.45,15.65,16.55,18.41,18.64,4.98,5.49
1882.25,19.22,38.71,3.96,14.50,6.19,14.93,7.41,8.34,3.28,4.47,15.73,16.61,18.48,18.70,5.00,5.52
1882.27,19.29,38.72,3.99,14.57,6.20,14.98,7.44,8.37,3.29,4.49,15.80,16.68,18.54,18.77,5.03,5.55
1882.28,19.35,38.73,4.02,14.63,6.22,15.04,7.47,8.40,3.31,4.51,15.88,16.74,18.61,18.84,5.05,5.58
1882.30,19.42,38.73,4.05,14.70,6.23,15.09,7.50,8.44,3.32,4.53,15.96,16.81,18.68,18.90,5.07,5.61
1882.32,19.49,38.74,4.09,14.76,6.24,15.15,7.53,8.47,3.34,4.54,16.04,16.87,18.75,18.97,5.09,5.63
1882.33,19.55,38.74,4.12,14.83,6.25,15.20,7.56,8.50,3.35,4.56,16.12,16.94,18.82,19.04,5.12,5.66
1882.35,19.62,38.75,4.15,14.90,6.26,15.26,7.60,8.53,3.37,4.58,16.19,17.00,18.89,19.11,5.14,5.69
1882.37,19.69,38.75,4.18,14.96,6.28,15.31,7.63,8.56,3.38,4.60,16.27,17.07,18.96,19.17,5.16,5.72
1882.38,19.75,38.76,4.21,15.03,6.29,15.37,7.66,8.60,3.40,4.62,16.35,17.13,19.03,19.24,5.18,5.75
1882.40,19.82,38.77,4.24,15.09,6.30,15.42,7.69,8.63,3.41,4.63,16.43,17.20,19.10,19.31,5.21,5.77
1882.42,19.89,38.77,4.27,15.16,6.31,15.48,7.72,8.66,3.43,4.65,16.50,17.26,19.17,19.37,5.23,5.80
1882.43,19.95,38.78,4.30,15.23,6.32,15.53,7.75,8.69,3.44,4.67,16.58,17.33,19.23,19.44,5.25,5.83
1882.45,20.02,38.78,4.34,15.29,6.33,15.59,7.79,8.72,3.46,4.69,16.66,17.39,19.30,19.51,5.27,5.86
1882.47,20.09,38.79,4.37,15.36,6.35,15.64,7.82,8.76,3.47,4.70,16.73,17.46,19.37,19.58,5.29,5.88
1882.48,20.15,38.79,4.40,15.42,6.36,15.70,7.85,8.79,3.49,4.72,16.81,17.52,19.44,19.64,5.32,5.91
1882.50,20.22,38.80,4.43,15.49,6.37,15.75,7.88,8.82,3.50,4.74,16.89,17.59,19.51,19.71,5.34,5.94
1882.52,20.25,38.65,4.49,15.54,6.35,15.78,7.89,8.84,3.51,4.75,16.94,17.62,19.53,19.74,5.35,5.96
1882.53,20.29,38.50,4.56,15.59,6.32,15.81,7.91,8.85,3.52,4.76,16.99,17.66,19.54,19.77,5.36,5.98
1882.55,20.32,38.35,4.62,15.64,6.30,15.83,7.92,8.87,3.53,4.78,17.04,17.69,19.56,19.80,5.37,6.00
1882.57,20.36,38.20,4.69,15.69,6.28,15.86,7.93,8.89,3.54,4.79,17.09,17.73,19.57,19.83,5.39,6.02
1882.58,20.39,38.05,4.75,15.74,6.26,15.89,7.95,8.90,3.55,4.80,17.15,17.76,19.59,19.86,5.40,6.04
1882.60,20.43,37.91,4.82,15.79,6.23,15.92,7.96,8.92,3.56,4.81,17.20,17.80,19.61,19.89,5.41,6.06
1882.62,20.46,37.76,4.88,15.84,6.21,15.95,7.98,8.94,3.57,4.82,17.25,17.83,19.62,19.92,5.42,6.08
1882.63,20.49,37.61,4.95,15.89,6.19,15.98,7.99,8.95,3.59,4.83,17.30,17.86,19.64,19.95,5.43,6.11
1882.65,20.53,37.46,5.01,15.94,6.16,16.00,8.00,8.97,3.60,4.85,17.35,17.90,19.65,19.98,5.44,6.13
1882.67,20.56,37.31,5.08,15.99,6.14,16.03,8.02,8.99,3.61,4.86,17.40,17.93,19.67,20.02,5.45,6.15
1882.68,20.60,37.16,5.14,16.04,6.12,16.06,8.03,9.00,3.62,4.87,17.45,17.97,19.69,20.05,5.46,6.17
1882.70,20.63,37.01,5.20,16.09,6.10,16.09,8.04,9.02,3.63,4.88,17.50,18.00,19.70,20.08,5.48,6.19
1882.72,20.67,36.86,5.27,16.14,6.07,16.12,8.06,9.04,3.64,4.89,17.56,18.04,19.72,20.11,5.49,6.21
1882.73,20.70,36.71,5.33,16.19,6.05,16.14,8.07,9.05,3.65,4.91,17.61,18.07,19.73,20.14,5.50,6.23
1882.75,20.73,36.56,5.40,16.25,6.03,16.17,8.08,9.07,3.66,4.92,17.66,18.11,19.75,20.17,5.51,6.25
1882.77,20.77,36.42,5.46,16.30,6.00,16.20,8.10,9.09,3.67,4.93,17.71,18.14,19.77,20.20,5.52,6.27
1882.78,20.80,36.27,5.53,16.35,5.98,16.23,8.11,9.10,3.68,4.94,17.76,18.17,19.78,20.23,5.53,6.29
1882.80,20.84,36.12,5.59,16.40,5.96,16.26,8.13,9.12,3.69,4.95,17.81,18.21,19.80,20.26,5.54,6.31
1882.82,20.87,35.97,5.66,16.45,5.94,16.29,8.14,9.14,3.70,4.96,17.86,18.24,19.81,20.29,5.56,6.33
